Nom.scientifique;Common.name;Nom.vernaculaire;Commentaire;Règne;Embranchement;Classe;Ordre;Famille;Genre;ID.WoRMS;ID.ITIS;Présent.Brunel.1998;Taxons.IML
Scolelepis (Scolelepis) squamata;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;157566;;Oui;Oui
Scolelepis bousfieldi;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;;66944;Oui;Oui
Scoletoma fragilis;;;;Animalia;Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;130261;;Oui;Oui
Scoletoma laurentiana;;;;Animalia;Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;1491000;;;
Scoletoma tenuis;;;;Animalia;Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;382375;;;
Scoletoma tetraura;;;;Animalia;Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;130265;;Oui;
Scoloplos armiger;;;;Animalia;Annelida;Polychaeta;rank absent;Orbiniidae;Scoloplos;130537;;Oui;Oui
Scoloplos robustus;;;;Animalia;Annelida;Polychaeta;rank absent;Orbiniidae;Scoloplos;157565;;;
Scomber japonicus;Chub Mackerel ou Spanish Mackerel;Maquereau Espagnol ou Bis ou Hareng Du Pacifique ou Strumbulu ou Vizet ou Maquereau Blanc;;Animalia;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;127022;;;
Scomber scombrus;Atlantic Mackerel ou Mackerel;Maquereau Commun ou Maquereau Bleu;;Animalia;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;127023;;;Oui
Scomberesox saurus;Atlantic Saury ou Skipper;Balaou Atlantique;;Animalia;Chordata;Actinopteri;Beloniformes;Scomberesocidae;Scomberesox;126392;;;Oui
Scomberomorus cavalla;King Mackerel;Thazard Barré;;Animalia;Chordata;Actinopteri;Scombriformes;Scombridae;Scomberomorus;159340;;;
Scomberomorus maculatus;Atlantic Spanish Mackerel;Thazard Atlantique ou Thazard Blanc ou Maquereau Espagnol;;Animalia;Chordata;Actinopteri;Scombriformes;Scombridae;Scomberomorus;159342;;;
Scombrolabrax heterolepis;;Escolier Aile Longue;;Animalia;Chordata;Actinopteri;Scombriformes;Scombrolabracidae;Scombrolabrax;127030;;;
Scopelarchus analis;Blackbelly Pearleye;Oeil-Perlé À Ventre Noir;;Animalia;Chordata;Actinopteri;Aulopiformes;Scopelarchidae;Scopelarchus;126367;;;
Scopelarchus michaelsarsi;;;;Animalia;Chordata;Actinopteri;Aulopiformes;Scopelarchidae;Scopelarchus;126368;;;
Scopeloberyx opisthopterus;Rearfin Ridgehead;Poisson-Heaume Rétropine;;Animalia;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopeloberyx;127275;;;
Scopeloberyx robustus;;;;Animalia;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopeloberyx;127276;;;
Scopelogadus beanii;Bean S Blueback ou Bean S Bigscale;Poisson-Heaume À Nez Carré;;Animalia;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopelogadus;127278;;;
Scopelogadus mizolepis mizolepis;;;;Animalia;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopelogadus;293738;;;
Scopelosaurus argenteus;Silvery Waryfish;Guetteur Argenté;;Animalia;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;126348;;;
Scopelosaurus lepidus;Blackfin Waryfish;Guetteur À  Nageoire Noire;;Animalia;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;126349;;;
Scopelosaurus mauli;Maul S Waryfish;Guetteur De Maul;;Animalia;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;158869;;;
Scopelosaurus smithii;;;;Animalia;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;126350;;;
Scophthalmus aquosus;Windowpane;Turbot De Sable;;Animalia;Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;158907;;;Oui
Scorpaena calcarata;Smoothhead Scorpionfish;Rascasse Dénudée;;Animalia;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;159563;;;
Scrupocellaria scruposa;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Scrupocellaria;111250;;Oui;
Scutellidium arthuri;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Tisbidae;Scutellidium;116643;;Oui;Oui
Scutellidium longicaudum longicaudum;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Tisbidae;Scutellidium;1450850;;Oui;Oui
Scyliorhinus retifer;Chain Dogfish;Roussette;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;158516;;;
Scyphophyllidium giganteum;;;;Animalia;Platyhelminthes;Cestoda;Phyllobothriidea;Phyllobothriidae;Scyphophyllidium;159482;;Oui;
Searsia koefoedi;Koefoed S Searsid;Circé Commun;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Searsia;126749;;;
Sebastes fasciatus;Acadian Redfish;Sébaste Du Labrador;;Animalia;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;127252;;;Oui
Sebastes mentella;Deepwater Redfish;Sébaste Du Nord;;Animalia;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;127254;;;Oui
Sebastes norvegicus;Golden Redfish;Sébaste Doré ou Grande Sébaste ou Sébaste Orangé;;Animalia;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;151324;;;Oui
Sebastes viviparus;Viviparous Redfish;Sébaste Côtier;Statut européen potentielle erreur identification;Animalia;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;127255;;;
Securiflustra securifrons;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Securiflustra;111374;;Oui;Oui
Selar boops;Ox-Eye Scad;Sélar Oeil-De-Boeuf;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Selar;126813;;;
Selar crumenophthalmus;Bigeye Scad;Sélar À Grande Paupière ou Sélar Coulisou;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Selar;159646;;;
Selene setapinnis;Atlantic Moonfish;Assiette Atlantique ou Musso Atlantique;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Selene;159647;;;
Selene vomer;Lookdown;Sélène Atlantique ou Musso Panache;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Selene;159649;;;
Selenoteuthis scintillans;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Lycoteuthidae;Selenoteuthis;342387;;;
Semibalanus balanoides;Common Rock Barnacle ou Acorn Barnacle;Balane Commune;;Animalia;Arthropoda;Thecostraca;Balanomorpha;Balanidae;Semibalanus;106210;;Oui;Oui
Semicytherura mainensis;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Semicytherura;157662;;Oui;Oui
Semicytherura nigrescens;;Cythérée Noirâtre (La);;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Semicytherura;128095;;Oui;Oui
Semicytherura rudis;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Semicytherura;423753;;Oui;Oui
Semicytherura similis;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Semicytherura;463369;;Oui;Oui
Semirossia equalis;Greater Bobtail Squid;Sépiole Cracheuse;;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Semirossia;342232;;;
Semirossia tenera;Lesser Bobtail Squid;Sépiole Calamarette;;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Semirossia;157036;;;
Semotilus atromaculatus;Creek Chub;Mulet À Cornes;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Semotilus;590495;;;
Semotilus corporalis;Fallfish;Ouitouche;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Semotilus;1026490;;;
Sepioteuthis sepioidea;Caribbean Reef Squid;Calmar Iris ou Calmar De Récif Caraïbe;;Animalia;Mollusca;Cephalopoda;Myopsida;Loliginidae;Sepioteuthis;342241;;;
Seriola dumerili;Greater Amberjack ou Amberjack;Sériole Couronnée;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;126816;;;
Seriola zonata;Banded Rudderfish;Sériole Guaimeque;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;159650;;;
Serranus notospilus;Saddle Bass;;;Animalia;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;273901;;;
Serratiflustra serrulata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Serratiflustra;465722;;Oui;
Serratosagitta tasmanica;;;;Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Serratosagitta;105465;;Oui;Oui
Serripes groenlandicus;Greenland Smoothcockle;Coque Du Groenland;;Animalia;Mollusca;Bivalvia;Cardiida;Cardiidae;Serripes;582749;;Oui;Oui
Serrivomer beanii;Stout Sawpalate;Serrivomer Trapu;;Animalia;Chordata;Actinopteri;Anguilliformes;Serrivomeridae;Serrivomer;126319;;;Oui
Serrivomer brevidentatus;Black Sawtoothed Eel;Serrivomer À Dents Courtes;;Animalia;Chordata;Actinopteri;Anguilliformes;Serrivomeridae;Serrivomer;158648;;;
Serrivomer lanceolatoides;;;;Animalia;Chordata;Actinopteri;Anguilliformes;Serrivomeridae;Serrivomer;126320;;;
Sertularella gaudichaudi;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertularellidae;Sertularella;117901;;Oui;
Sertularella polyzonias;Great Tooth Hydroid;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertularellidae;Sertularella;117906;;Oui;Oui
Sertularella rugosa;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertularellidae;Sertularella;117907;;Oui;
Sertularella tenella;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertularellidae;Sertularella;117909;;Oui;
Sertularia argentea;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117912;;Oui;
Sertularia cupressina;Squirrel S-Tail Hydroid;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117913;;Oui;
Sertularia fabricii;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117915;;Oui;
Sertularia latiuscula;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;158186;;Oui;
Sertularia robusta;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117923;;Oui;
Sertularia schmidti;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117924;;Oui;
Sertularia similis;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;158188;;Oui;
Sertularia tenera;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;117925;;Oui;
Sigmops bathyphilus;Spark Anglemouth;Gonostome Noir;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;398363;;;
Sigmops elongatus;Elongated Bristlemouth;Gonostome À  Grandes Dents;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;221512;;;
Siliqua costata;Atlantic Razor;Silique Costulée;;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Siliqua;159998;;Oui;Oui
Simenchelys parasitica;Snubnosed Eel;Anguille À  Nez Court;;Animalia;Chordata;Actinopteri;Anguilliformes;Synaphobranchidae;Simenchelys;126327;;;
Similipecten greenlandicus;Greenland Glass-Scallop;;;Animalia;Mollusca;Bivalvia;Pectinida;Propeamussiidae;Similipecten;181299;;;
Siphonodentalium lobatum;;;;Animalia;Mollusca;Scaphopoda;Gadilida;Gadilidae;Siphonodentalium;140015;;Oui;Oui
Skeneopsis planorbis;;Skénée Planorbe;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Skeneopsidae;Skeneopsis;141539;;Oui;Oui
Smittina bella;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittina;111550;;Oui;
Smittina minuscula;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittina;111561;;Oui;
Smittina rigida;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittina;111563;;Oui;
Smittina thompsoni;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittina;465715;;Oui;
Smittoidea propinqua;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittoidea;111572;;Oui;
Socarnes vahlii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Lysianassidae;Socarnes;102726;;;
Solamen glandula;;;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Solamen;506189;;Oui;Oui
Solariella obscura;Obscure Solarelle;;;Animalia;Mollusca;Gastropoda;Trochida;Solariellidae;Solariella;141840;;Oui;Oui
Solariella varicosa;Varicose Solarelle;;;Animalia;Mollusca;Gastropoda;Trochida;Solariellidae;Solariella;141846;;;
Solaster earlli;;;;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Solaster;124158;;;
Solmissus incisa;;;;Animalia;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;117504;;Oui;
Somateria mollissima;Common Eider;Eider À Duvet;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;137074;;;
Somateria spectabilis;King Eider;Eider À Tête Grise;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;137075;;;
Somniosus microcephalus;Greenland Shark;Laimargue Du Groenland;;Animalia;Chordata;Elasmobranchii;Squaliformes;Somniosidae;Somniosus;105919;;;Oui
Sotalia fluviatilis;Tucuxi;Sotalie Du Vénézuela;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Sotalia;254982;;;
Spectrunculus grandis;Giant Cusk-Eel ou Pudgy Cusk-Eel;Donzelle Broche ou Abadaeche Boulotte;;Animalia;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Spectrunculus;126678;;;
Speziorchestia grillus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Speziorchestia;1328406;;Oui;Oui
Sphaerodoridium minutum;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoridium;155127;;Oui;Oui
Sphaerodorum gracilis;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodorum;131100;;Oui;Oui
Sphaeroma quadridentatum;Sea Pill Bug;;;Animalia;Arthropoda;Malacostraca;Isopoda;Sphaeromatidae;Sphaeroma;157912;;;
Sphaerotylus borealis;Northern Horny Sponge;Éponge Du Nord;;Animalia;Porifera;Demospongiae;Polymastiida;Polymastiidae;Sphaerotylus;134221;;;Oui
Sphoeroides dorsalis;Marbled Puffer;Sphéroïde Marbré;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;275274;;;
Sphoeroides maculatus;Northern Puffer;Sphéroïde Du Nord;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;158934;;;
Sphoeroides pachygaster;Blunthead Puffer;Compère Émoussé ou Tétrodon À  Tête Carrée ou Sphéroïde Trogne;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;127417;;;
Sphyraena borealis;Northern Sennet;Barracuda Du Nord;;Animalia;Chordata;Actinopteri;Carangaria incertae sedis;Sphyraenidae;Sphyraena;159813;;;
Sphyraena picudilla;Southern Sennet;Bécune Chandelle;;Animalia;Chordata;Actinopteri;Carangaria incertae sedis;Sphyraenidae;Sphyraena;273984;;;
Sphyrion lumpi;;;;Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Sphyriidae;Sphyrion;136010;;Oui;Oui
Sphyrna mokarran;Great Hammerhead Shark;Grand Requin-Marteau;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;105817;;;
Sphyrna zygaena;Smooth Hammerhead;Requin-Marteau Commun;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;105819;;;
Spiniphryne gladisfenae;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Spiniphryne;159211;;;
Spinocalanus longicornis;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Spinocalanidae;Spinocalanus;104852;;Oui;Oui
Spinther citrinus;;;;Animalia;Annelida;Polychaeta;rank absent;Spintheridae;Spinther;131105;;Oui;Oui
Spio filicornis;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;131183;;Oui;Oui
Spio setosa;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;157573;;Oui;Oui
Spio theeli;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;334828;;Oui;
Spio thulini;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;157574;;Oui;Oui
Spiochaetopterus oculatus;;;;Animalia;Annelida;Polychaeta;rank absent;Chaetopteridae;Spiochaetopterus;157575;;Oui;Oui
Spiochaetopterus typicus;;;;Animalia;Annelida;Polychaeta;rank absent;Chaetopteridae;Spiochaetopterus;129924;;Oui;Oui
Spiophanes bombyx;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spiophanes;131187;;Oui;Oui
Spiophanes kroyeri;;;;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spiophanes;131188;;Oui;Oui
Spirontocaris phippsii;Punctate Bladed Shrimp;Crevette De Phipps;;Animalia;Arthropoda;Malacostraca;Decapoda;Thoridae;Spirontocaris;107532;;Oui;Oui
Spirorbis (Spirorbis) spirorbis;;;;Animalia;Annelida;Polychaeta;Sabellida;Serpulidae;Spirorbis;334842;;Oui;Oui
Spirula spirula;Ram S Horn Squid;;;Animalia;Mollusca;Cephalopoda;Spirulida;Spirulidae;Spirula;141548;;;
Spisula solidissima;Atlantic Surfclam;Mactre De L Atlantique;;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Spisula;156996;;Oui;Oui
Squaliolus laticaudus;Spined Pygmy Shark;Squale Nain;;Animalia;Chordata;Elasmobranchii;Squaliformes;Dalatiidae;Squaliolus;105921;;;
Squalus acanthias;Piked Dogfish ou Spurdog ou Spiny Dogfish;Aiguillat Commun;;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;105923;;;Oui
Squatina dumeril;Atlantic Angel Shark;Ange De Mer Atlantique;;Animalia;Chordata;Elasmobranchii;Squatiniformes;Squatinidae;Squatina;158525;;;
Staurostoma mertensii;Whitecross Jellyfish;Méduse À Croix Blanche;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Laodiceidae;Staurostoma;594013;;Oui;Oui
Steganoderma formosum;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Zoogonidae;Steganoderma;159455;;Oui;
Stegocephaloides auratus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Stegocephaloides;103101;;Oui;Oui
Stegophiura nodosa;;;;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiopyrgidae;Stegophiura;124943;;Oui;Oui
Stegophiura stuwitzii;;;;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiopyrgidae;Stegophiura;124944;;Oui;Oui
Steineridora loricata;;;;Animalia;Nematoda;Chromadorea;Chromadorida;Chromadoridae;Steineridora;120738;;Oui;
Stemonosudis intermedia;;;;Animalia;Chordata;Actinopteri;Aulopiformes;Paralepididae;Stemonosudis;158750;;;
Stenakron vetustum;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Opecoelidae;Stenakron;108921;;Oui;
Stenella coeruleoalba;Striped Dolphin;Dauphin Bleu Et Blanc;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;137107;;;Oui
Stenella frontalis;Atlantic Spotted Dolphin ou Tuyiin;Dauphin Tacheté De L Atlantique;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;137108;;;
Stenella longirostris;Spinner Dolphin;Dauphin À  Long Bec ;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;137109;;;
Stenhelia divergens;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Stenhelia;157722;;Oui;Oui
Stenhelia gibba;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Stenhelia;157723;;Oui;Oui
Steno bredanensis;Rough-Toothed Dolphin;Sténo ou Dauphin À  Bec Étroit ou Sténo À  Rostre Étroit;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Steno;137110;;;
Stenocopia longicaudata longicaudata;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Stenocopia;116840;;Oui;
Stenopleustes inermis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Pleustidae;Stenopleustes;158148;;Oui;Oui
Stenopleustes latipes;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Pleustidae;Stenopleustes;103027;;Oui;Oui
Stenosemus albus;Northern White Chiton;Chiton Blanc Du Nord;;Animalia;Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Stenosemus;247773;;;Oui
Stenosemus exaratus;;;;Animalia;Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Stenosemus;386014;;;Oui
Stenothoe brevicornis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenothoe;103153;;Oui;Oui
Stenothoe monoculoides;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenothoe;103169;;Oui;Oui
Stenotomus chrysops;Scup;Spare Doré;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sparidae;Stenotomus;159811;;;
Stenula inaccepteda;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenula;869831;;Oui;Oui
Stenula nordmanni;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenula;103177;;Oui;Oui
Stenula peltata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenula;158150;;Oui;Oui
Stenula solsbergi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenula;869832;;Oui;Oui
Stenurus arctomarinus;;;;Animalia;Nematoda;Chromadorea;Strongylida;Pseudaliidae;Stenurus;159656;;Oui;Oui
Stenurus minor;;;;Animalia;Nematoda;Chromadorea;Strongylida;Pseudaliidae;Stenurus;123062;;;
Stephanasterias albula;;;;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Stephanasterias;123808;;Oui;Oui
Stephanauge nexilis;;;;Animalia;Cnidaria;Anthozoa;Actiniaria;Amphianthidae;Stephanauge;158258;;Oui;Oui
Stephanolepis hispidus;Planehead Filefish;Bourse Brune;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Stephanolepis;127409;;;
Stephanostomum baccatum;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Acanthocolpidae;Stephanostomum;108929;;Oui;
Stephanostomum tenue;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Acanthocolpidae;Stephanostomum;159456;;Oui;
Stercorarius longicaudus;Long-Tailed Skua ou Long-Tailed Jaeger;Labbe À  Longue Queue;;Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;137171;;;
Stercorarius parasiticus;Arctic Skua ou Parasitic Jaeger;Labbe Parasite;;Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;137172;;;
Stercorarius pomarinus;Pomarine Jaeger;Labbe Pomarin;;Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;137173;;;
Stercorarius skua;Great Skua;Grand Labbe;;Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;137174;;;
Stereobalanus canadensis;;;;Animalia;Hemichordata;Enteropneusta;[unassigned] Enteropneusta;Harrimaniidae;Stereobalanus;137604;;Oui;Oui
Stereoderma unisemita;Channelled Sea Cucumber;Holothurie Cannelée;;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Stereoderma;158488;;;
Stereomastis sculpta;Flatback Blind Lobster;Polychèle Sculptée;;Animalia;Arthropoda;Malacostraca;Decapoda;Polychelidae;Stereomastis;107700;;;
Steringophorus furciger;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Fellodistomidae;Steringophorus;109213;;Oui;
Steringotrema ovacutum;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Fellodistomidae;Steringotrema;109219;;Oui;
Steringotrema pagelli;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Fellodistomidae;Steringotrema;109220;;Oui;
Sterna hirundo;Common Tern;Sterne Pierregarin;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;137162;;;
Sterna paradisaea;Arctic Tern;Sterne Arctique;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;137165;;;
Sternaspis fossor;;;;Animalia;Annelida;Polychaeta;Terebellida;Sternaspidae;Sternaspis;131241;;;
Sternaspis scutata;Bristle Worm;;;Animalia;Annelida;Polychaeta;Terebellida;Sternaspidae;Sternaspis;131242;;Oui;Oui
Sternoptyx diaphana;Transparent Hatchetfish;Hache D Argent Diaphane;;Animalia;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Sternoptyx;127314;;;
Sternoptyx pseudobscura;;;;Animalia;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Sternoptyx;127315;;;
Sthenelais boa;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;131074;;Oui;Oui
Sthenelais limicola;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;131077;;Oui;Oui
Sthenoteuthis pteropus;Orangeback Squid;Encornet À Dos Orange;;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Sthenoteuthis;140623;;;
Stichaeus punctatus;Arctic Shanny;Stichée Arctique;;Animalia;Chordata;Actinopteri;Perciformes;Stichaeidae;Stichaeus;159819;;;Oui
Stigmatoechos violacea;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Stigmatoechidae;Stigmatoechos;472537;;Oui;
Stigmatoteuthis dofleini;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Stigmatoteuthis;410402;;;
Stigmatoteuthis hoylei;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Stigmatoteuthis;410403;;;
Stilomysis grandis;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Stilomysis;120218;;Oui;Oui
Stoloteuthis leucoptera;;;;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Stoloteuthis;157037;;Oui;Oui
Stomacrustula cruenta;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Fatkullinidae;Stomacrustula;607838;;Oui;
Stomacrustula hincksi;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Fatkullinidae;Stomacrustula;607839;;Oui;
Stomacrustula limbata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Fatkullinidae;Stomacrustula;1307150;;Oui;
Stomacrustula pachystega;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Fatkullinidae;Stomacrustula;1307152;;Oui;
Stomacrustula producta;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Fatkullinidae;Stomacrustula;1307154;;Oui;
